"key_ID","year","member_state_ID","member_state","member_state_code","decision_type_ID","decision_type","count_decisions"
11274,2016,24,"Slovakia","SK",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11275,2016,24,"Slovakia","SK",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11276,2016,24,"Slovakia","SK",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11277,2016,24,"Slovakia","SK",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11278,2016,24,"Slovakia","SK",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11279,2016,24,"Slovakia","SK",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11280,2016,24,"Slovakia","SK",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11281,2016,25,"Slovenia","SI",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",62
11282,2016,25,"Slovenia","SI",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
11283,2016,25,"Slovenia","SI",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
11284,2016,25,"Slovenia","SI",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11285,2016,25,"Slovenia","SI",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11286,2016,25,"Slovenia","SI",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11287,2016,25,"Slovenia","SI",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11288,2016,25,"Slovenia","SI",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11289,2016,25,"Slovenia","SI",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11290,2016,25,"Slovenia","SI",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11291,2016,25,"Slovenia","SI",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11292,2016,25,"Slovenia","SI",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11293,2016,25,"Slovenia","SI",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11294,2016,25,"Slovenia","SI",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11295,2016,25,"Slovenia","SI",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11296,2016,25,"Slovenia","SI",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11297,2016,25,"Slovenia","SI",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11298,2016,25,"Slovenia","SI",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11299,2016,25,"Slovenia","SI",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11300,2016,25,"Slovenia","SI",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11301,2016,26,"Bulgaria","BG",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",8
11302,2016,26,"Bulgaria","BG",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11303,2016,26,"Bulgaria","BG",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",4
11304,2016,26,"Bulgaria","BG",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11305,2016,26,"Bulgaria","BG",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11306,2016,26,"Bulgaria","BG",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11307,2016,26,"Bulgaria","BG",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11308,2016,26,"Bulgaria","BG",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11309,2016,26,"Bulgaria","BG",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11310,2016,26,"Bulgaria","BG",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11311,2016,26,"Bulgaria","BG",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11312,2016,26,"Bulgaria","BG",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11313,2016,26,"Bulgaria","BG",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11314,2016,26,"Bulgaria","BG",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11315,2016,26,"Bulgaria","BG",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11316,2016,26,"Bulgaria","BG",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11317,2016,26,"Bulgaria","BG",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11318,2016,26,"Bulgaria","BG",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11319,2016,26,"Bulgaria","BG",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11320,2016,26,"Bulgaria","BG",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11321,2016,27,"Romania","RO",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",8
11322,2016,27,"Romania","RO",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11323,2016,27,"Romania","RO",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",5
11324,2016,27,"Romania","RO",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11325,2016,27,"Romania","RO",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11326,2016,27,"Romania","RO",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11327,2016,27,"Romania","RO",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11328,2016,27,"Romania","RO",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11329,2016,27,"Romania","RO",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11330,2016,27,"Romania","RO",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11331,2016,27,"Romania","RO",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11332,2016,27,"Romania","RO",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11333,2016,27,"Romania","RO",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11334,2016,27,"Romania","RO",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11335,2016,27,"Romania","RO",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11336,2016,27,"Romania","RO",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11337,2016,27,"Romania","RO",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11338,2016,27,"Romania","RO",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11339,2016,27,"Romania","RO",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11340,2016,27,"Romania","RO",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11341,2016,28,"Croatia","HR",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",17
11342,2016,28,"Croatia","HR",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11343,2016,28,"Croatia","HR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
11344,2016,28,"Croatia","HR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11345,2016,28,"Croatia","HR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11346,2016,28,"Croatia","HR",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11347,2016,28,"Croatia","HR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11348,2016,28,"Croatia","HR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11349,2016,28,"Croatia","HR",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11350,2016,28,"Croatia","HR",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11351,2016,28,"Croatia","HR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11352,2016,28,"Croatia","HR",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11353,2016,28,"Croatia","HR",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11354,2016,28,"Croatia","HR",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11355,2016,28,"Croatia","HR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11356,2016,28,"Croatia","HR",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11357,2016,28,"Croatia","HR",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11358,2016,28,"Croatia","HR",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11359,2016,28,"Croatia","HR",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11360,2016,28,"Croatia","HR",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11361,2017,1,"Belgium","BE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",83
11362,2017,1,"Belgium","BE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11363,2017,1,"Belgium","BE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
11364,2017,1,"Belgium","BE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
11365,2017,1,"Belgium","BE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11366,2017,1,"Belgium","BE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11367,2017,1,"Belgium","BE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11368,2017,1,"Belgium","BE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11369,2017,1,"Belgium","BE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11370,2017,1,"Belgium","BE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
11371,2017,1,"Belgium","BE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11372,2017,1,"Belgium","BE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11373,2017,1,"Belgium","BE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11374,2017,1,"Belgium","BE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11375,2017,1,"Belgium","BE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11376,2017,1,"Belgium","BE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11377,2017,1,"Belgium","BE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11378,2017,1,"Belgium","BE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",1
11379,2017,1,"Belgium","BE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11380,2017,1,"Belgium","BE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11381,2017,2,"France","FR",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",54
11382,2017,2,"France","FR",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11383,2017,2,"France","FR",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",35
11384,2017,2,"France","FR",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",4
11385,2017,2,"France","FR",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11386,2017,2,"France","FR",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11387,2017,2,"France","FR",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11388,2017,2,"France","FR",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11389,2017,2,"France","FR",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11390,2017,2,"France","FR",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11391,2017,2,"France","FR",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
11392,2017,2,"France","FR",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11393,2017,2,"France","FR",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11394,2017,2,"France","FR",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11395,2017,2,"France","FR",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11396,2017,2,"France","FR",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11397,2017,2,"France","FR",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11398,2017,2,"France","FR",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11399,2017,2,"France","FR",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11400,2017,2,"France","FR",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11401,2017,3,"Germany","DE",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",281
11402,2017,3,"Germany","DE",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
11403,2017,3,"Germany","DE",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",28
11404,2017,3,"Germany","DE",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
11405,2017,3,"Germany","DE",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11406,2017,3,"Germany","DE",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11407,2017,3,"Germany","DE",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11408,2017,3,"Germany","DE",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11409,2017,3,"Germany","DE",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11410,2017,3,"Germany","DE",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11411,2017,3,"Germany","DE",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11412,2017,3,"Germany","DE",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11413,2017,3,"Germany","DE",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11414,2017,3,"Germany","DE",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11415,2017,3,"Germany","DE",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11416,2017,3,"Germany","DE",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11417,2017,3,"Germany","DE",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11418,2017,3,"Germany","DE",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11419,2017,3,"Germany","DE",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11420,2017,3,"Germany","DE",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11421,2017,4,"Italy","IT",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",290
11422,2017,4,"Italy","IT",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
11423,2017,4,"Italy","IT",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",34
11424,2017,4,"Italy","IT",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
11425,2017,4,"Italy","IT",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11426,2017,4,"Italy","IT",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11427,2017,4,"Italy","IT",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11428,2017,4,"Italy","IT",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11429,2017,4,"Italy","IT",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11430,2017,4,"Italy","IT",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11431,2017,4,"Italy","IT",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11432,2017,4,"Italy","IT",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11433,2017,4,"Italy","IT",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11434,2017,4,"Italy","IT",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11435,2017,4,"Italy","IT",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11436,2017,4,"Italy","IT",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11437,2017,4,"Italy","IT",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11438,2017,4,"Italy","IT",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11439,2017,4,"Italy","IT",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11440,2017,4,"Italy","IT",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11441,2017,5,"Luxembourg","LU",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",7
11442,2017,5,"Luxembourg","LU",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11443,2017,5,"Luxembourg","LU",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",3
11444,2017,5,"Luxembourg","LU",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11445,2017,5,"Luxembourg","LU",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11446,2017,5,"Luxembourg","LU",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11447,2017,5,"Luxembourg","LU",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11448,2017,5,"Luxembourg","LU",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11449,2017,5,"Luxembourg","LU",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11450,2017,5,"Luxembourg","LU",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11451,2017,5,"Luxembourg","LU",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11452,2017,5,"Luxembourg","LU",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11453,2017,5,"Luxembourg","LU",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11454,2017,5,"Luxembourg","LU",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11455,2017,5,"Luxembourg","LU",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11456,2017,5,"Luxembourg","LU",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11457,2017,5,"Luxembourg","LU",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11458,2017,5,"Luxembourg","LU",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11459,2017,5,"Luxembourg","LU",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11460,2017,5,"Luxembourg","LU",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11461,2017,6,"Netherlands","NL",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",291
11462,2017,6,"Netherlands","NL",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
11463,2017,6,"Netherlands","NL",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
11464,2017,6,"Netherlands","NL",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
11465,2017,6,"Netherlands","NL",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11466,2017,6,"Netherlands","NL",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11467,2017,6,"Netherlands","NL",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11468,2017,6,"Netherlands","NL",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11469,2017,6,"Netherlands","NL",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11470,2017,6,"Netherlands","NL",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11471,2017,6,"Netherlands","NL",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11472,2017,6,"Netherlands","NL",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11473,2017,6,"Netherlands","NL",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11474,2017,6,"Netherlands","NL",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11475,2017,6,"Netherlands","NL",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11476,2017,6,"Netherlands","NL",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11477,2017,6,"Netherlands","NL",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11478,2017,6,"Netherlands","NL",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11479,2017,6,"Netherlands","NL",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11480,2017,6,"Netherlands","NL",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
11481,2017,7,"Denmark","DK",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",21
11482,2017,7,"Denmark","DK",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
11483,2017,7,"Denmark","DK",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",8
11484,2017,7,"Denmark","DK",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",1
11485,2017,7,"Denmark","DK",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
11486,2017,7,"Denmark","DK",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
11487,2017,7,"Denmark","DK",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
11488,2017,7,"Denmark","DK",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
11489,2017,7,"Denmark","DK",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
11490,2017,7,"Denmark","DK",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
11491,2017,7,"Denmark","DK",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
11492,2017,7,"Denmark","DK",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
11493,2017,7,"Denmark","DK",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
11494,2017,7,"Denmark","DK",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
11495,2017,7,"Denmark","DK",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
11496,2017,7,"Denmark","DK",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
11497,2017,7,"Denmark","DK",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
11498,2017,7,"Denmark","DK",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
11499,2017,7,"Denmark","DK",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
11500,2017,7,"Denmark","DK",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
