"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
4465,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4466,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4467,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4468,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4469,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4470,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4471,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4472,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4473,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4474,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4475,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4476,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4477,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4478,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4479,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4480,2012,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4481,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
4482,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
4483,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
4484,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4485,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4486,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4487,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4488,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4489,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4490,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4491,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4492,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4493,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4494,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4495,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4496,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4497,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4498,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4499,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4500,2012,3,"Maritime Affairs and Fisheries","MARE",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4501,2013,1,"Competition","COMP",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",364
4502,2013,1,"Competition","COMP",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",12
4503,2013,1,"Competition","COMP",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",339
4504,2013,1,"Competition","COMP",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",2
4505,2013,1,"Competition","COMP",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4506,2013,1,"Competition","COMP",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
4507,2013,1,"Competition","COMP",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
4508,2013,1,"Competition","COMP",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4509,2013,1,"Competition","COMP",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4510,2013,1,"Competition","COMP",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4511,2013,1,"Competition","COMP",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",1
4512,2013,1,"Competition","COMP",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4513,2013,1,"Competition","COMP",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4514,2013,1,"Competition","COMP",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4515,2013,1,"Competition","COMP",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4516,2013,1,"Competition","COMP",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4517,2013,1,"Competition","COMP",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4518,2013,1,"Competition","COMP",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4519,2013,1,"Competition","COMP",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4520,2013,1,"Competition","COMP",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4521,2013,1,"Competition","COMP",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",1
4522,2013,1,"Competition","COMP",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",10
4523,2013,1,"Competition","COMP",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",60
4524,2013,1,"Competition","COMP",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",3
4525,2013,1,"Competition","COMP",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4526,2013,1,"Competition","COMP",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4527,2013,1,"Competition","COMP",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4528,2013,1,"Competition","COMP",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4529,2013,1,"Competition","COMP",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4530,2013,1,"Competition","COMP",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4531,2013,1,"Competition","COMP",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",2
4532,2013,1,"Competition","COMP",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4533,2013,1,"Competition","COMP",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4534,2013,1,"Competition","COMP",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4535,2013,1,"Competition","COMP",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4536,2013,1,"Competition","COMP",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4537,2013,1,"Competition","COMP",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4538,2013,1,"Competition","COMP",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4539,2013,1,"Competition","COMP",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4540,2013,1,"Competition","COMP",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4541,2013,1,"Competition","COMP",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",42
4542,2013,1,"Competition","COMP",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",12
4543,2013,1,"Competition","COMP",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",45
4544,2013,1,"Competition","COMP",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",12
4545,2013,1,"Competition","COMP",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4546,2013,1,"Competition","COMP",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",2
4547,2013,1,"Competition","COMP",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",2
4548,2013,1,"Competition","COMP",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4549,2013,1,"Competition","COMP",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4550,2013,1,"Competition","COMP",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",1
4551,2013,1,"Competition","COMP",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",6
4552,2013,1,"Competition","COMP",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4553,2013,1,"Competition","COMP",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4554,2013,1,"Competition","COMP",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4555,2013,1,"Competition","COMP",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",1
4556,2013,1,"Competition","COMP",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4557,2013,1,"Competition","COMP",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4558,2013,1,"Competition","COMP",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4559,2013,1,"Competition","COMP",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",1
4560,2013,1,"Competition","COMP",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4561,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",158
4562,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",2
4563,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",155
4564,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4565,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4566,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4567,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4568,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4569,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4570,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4571,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4572,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4573,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4574,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4575,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4576,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4577,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4578,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4579,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4580,2013,2,"Agriculture and Rural Development","AGRI",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4581,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",22
4582,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",1
4583,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
4584,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4585,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4586,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4587,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4588,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4589,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4590,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4591,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4592,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4593,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4594,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4595,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4596,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4597,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4598,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4599,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4600,2013,2,"Agriculture and Rural Development","AGRI",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4601,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",4
4602,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
4603,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
4604,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4605,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4606,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4607,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4608,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4609,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4610,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4611,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4612,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4613,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4614,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4615,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4616,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4617,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4618,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4619,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4620,2013,2,"Agriculture and Rural Development","AGRI",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4621,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",3
4622,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
4623,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",16
4624,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4625,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
4626,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
4627,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
4628,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
4629,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
4630,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
4631,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
4632,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
4633,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
4634,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
4635,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
4636,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
4637,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
4638,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
4639,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
4640,2013,3,"Maritime Affairs and Fisheries","MARE",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
4641,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
4642,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
4643,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",2
4644,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
4645,2013,3,"Maritime Affairs and Fisheries","MARE",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
