"key_ID","year","member_state_ID","member_state","member_state_code","aid_instrument_ID","aid_instrument","count_awards","total_amount_euros"
1361,2019,7,"Denmark","DK",11,"tax advantage or tax exemption",5,42157000
1362,2019,7,"Denmark","DK",12,"tax allowance",0,0
1363,2019,7,"Denmark","DK",13,"tax base reduction",0,0
1364,2019,7,"Denmark","DK",14,"tax rate reduction",1,30000
1365,2019,7,"Denmark","DK",15,"other",3,1810000
1366,2019,8,"Ireland","IE",1,"direct grant",0,0
1367,2019,8,"Ireland","IE",2,"guarantee",0,0
1368,2019,8,"Ireland","IE",3,"interest rate subsidy",144,248279000
1369,2019,8,"Ireland","IE",4,"loan",0,0
1370,2019,8,"Ireland","IE",5,"provision of risk capital",0,0
1371,2019,8,"Ireland","IE",6,"provision of risk finance",0,0
1372,2019,8,"Ireland","IE",7,"reduction of social security contributions",0,0
1373,2019,8,"Ireland","IE",8,"reimbursable grant",0,0
1374,2019,8,"Ireland","IE",9,"soft loan",0,0
1375,2019,8,"Ireland","IE",10,"subsidised services",4,22157000
1376,2019,8,"Ireland","IE",11,"tax advantage or tax exemption",0,0
1377,2019,8,"Ireland","IE",12,"tax allowance",0,0
1378,2019,8,"Ireland","IE",13,"tax base reduction",0,0
1379,2019,8,"Ireland","IE",14,"tax rate reduction",0,0
1380,2019,8,"Ireland","IE",15,"other",42,737046000
1381,2019,9,"United Kingdom","UK",1,"direct grant",3,1886000
1382,2019,9,"United Kingdom","UK",2,"guarantee",0,0
1383,2019,9,"United Kingdom","UK",3,"interest rate subsidy",481,805222000
1384,2019,9,"United Kingdom","UK",4,"loan",2,2729000
1385,2019,9,"United Kingdom","UK",5,"provision of risk capital",0,0
1386,2019,9,"United Kingdom","UK",6,"provision of risk finance",0,0
1387,2019,9,"United Kingdom","UK",7,"reduction of social security contributions",0,0
1388,2019,9,"United Kingdom","UK",8,"reimbursable grant",0,0
1389,2019,9,"United Kingdom","UK",9,"soft loan",0,0
1390,2019,9,"United Kingdom","UK",10,"subsidised services",0,0
1391,2019,9,"United Kingdom","UK",11,"tax advantage or tax exemption",372,500750000
1392,2019,9,"United Kingdom","UK",12,"tax allowance",0,0
1393,2019,9,"United Kingdom","UK",13,"tax base reduction",0,0
1394,2019,9,"United Kingdom","UK",14,"tax rate reduction",0,0
1395,2019,9,"United Kingdom","UK",15,"other",657,1091486000
1396,2019,10,"Greece","EL",1,"direct grant",59,81275000
1397,2019,10,"Greece","EL",2,"guarantee",0,0
1398,2019,10,"Greece","EL",3,"interest rate subsidy",45,56586000
1399,2019,10,"Greece","EL",4,"loan",0,0
1400,2019,10,"Greece","EL",5,"provision of risk capital",0,0
1401,2019,10,"Greece","EL",6,"provision of risk finance",20,9411000
1402,2019,10,"Greece","EL",7,"reduction of social security contributions",0,0
1403,2019,10,"Greece","EL",8,"reimbursable grant",0,0
1404,2019,10,"Greece","EL",9,"soft loan",0,0
1405,2019,10,"Greece","EL",10,"subsidised services",0,0
1406,2019,10,"Greece","EL",11,"tax advantage or tax exemption",8,11471000
1407,2019,10,"Greece","EL",12,"tax allowance",0,0
1408,2019,10,"Greece","EL",13,"tax base reduction",0,0
1409,2019,10,"Greece","EL",14,"tax rate reduction",0,0
1410,2019,10,"Greece","EL",15,"other",0,0
1411,2019,11,"Portugal","PT",1,"direct grant",0,0
1412,2019,11,"Portugal","PT",2,"guarantee",0,0
1413,2019,11,"Portugal","PT",3,"interest rate subsidy",914,448614000
1414,2019,11,"Portugal","PT",4,"loan",127,83480000
1415,2019,11,"Portugal","PT",5,"provision of risk capital",0,0
1416,2019,11,"Portugal","PT",6,"provision of risk finance",7,20498000
1417,2019,11,"Portugal","PT",7,"reduction of social security contributions",0,0
1418,2019,11,"Portugal","PT",8,"reimbursable grant",0,0
1419,2019,11,"Portugal","PT",9,"soft loan",0,0
1420,2019,11,"Portugal","PT",10,"subsidised services",0,0
1421,2019,11,"Portugal","PT",11,"tax advantage or tax exemption",70,124000000
1422,2019,11,"Portugal","PT",12,"tax allowance",0,0
1423,2019,11,"Portugal","PT",13,"tax base reduction",0,0
1424,2019,11,"Portugal","PT",14,"tax rate reduction",24,78250000
1425,2019,11,"Portugal","PT",15,"other",0,0
1426,2019,12,"Spain","ES",1,"direct grant",0,0
1427,2019,12,"Spain","ES",2,"guarantee",0,0
1428,2019,12,"Spain","ES",3,"interest rate subsidy",0,0
1429,2019,12,"Spain","ES",4,"loan",0,0
1430,2019,12,"Spain","ES",5,"provision of risk capital",0,0
1431,2019,12,"Spain","ES",6,"provision of risk finance",0,0
1432,2019,12,"Spain","ES",7,"reduction of social security contributions",0,0
1433,2019,12,"Spain","ES",8,"reimbursable grant",0,0
1434,2019,12,"Spain","ES",9,"soft loan",0,0
1435,2019,12,"Spain","ES",10,"subsidised services",0,0
1436,2019,12,"Spain","ES",11,"tax advantage or tax exemption",0,0
1437,2019,12,"Spain","ES",12,"tax allowance",0,0
1438,2019,12,"Spain","ES",13,"tax base reduction",0,0
1439,2019,12,"Spain","ES",14,"tax rate reduction",0,0
1440,2019,12,"Spain","ES",15,"other",0,0
1441,2019,13,"Austria","AT",1,"direct grant",60,117166000
1442,2019,13,"Austria","AT",2,"guarantee",27,7105000
1443,2019,13,"Austria","AT",3,"interest rate subsidy",350,278447000
1444,2019,13,"Austria","AT",4,"loan",36,2638000
1445,2019,13,"Austria","AT",5,"provision of risk capital",3,2724000
1446,2019,13,"Austria","AT",6,"provision of risk finance",1,500000
1447,2019,13,"Austria","AT",7,"reduction of social security contributions",0,0
1448,2019,13,"Austria","AT",8,"reimbursable grant",0,0
1449,2019,13,"Austria","AT",9,"soft loan",3,343000
1450,2019,13,"Austria","AT",10,"subsidised services",0,0
1451,2019,13,"Austria","AT",11,"tax advantage or tax exemption",0,0
1452,2019,13,"Austria","AT",12,"tax allowance",0,0
1453,2019,13,"Austria","AT",13,"tax base reduction",0,0
1454,2019,13,"Austria","AT",14,"tax rate reduction",0,0
1455,2019,13,"Austria","AT",15,"other",0,0
1456,2019,14,"Finland","FI",1,"direct grant",34,67051000
1457,2019,14,"Finland","FI",2,"guarantee",0,0
1458,2019,14,"Finland","FI",3,"interest rate subsidy",174,194885000
1459,2019,14,"Finland","FI",4,"loan",7,5236000
1460,2019,14,"Finland","FI",5,"provision of risk capital",0,0
1461,2019,14,"Finland","FI",6,"provision of risk finance",34,18000000
1462,2019,14,"Finland","FI",7,"reduction of social security contributions",0,0
1463,2019,14,"Finland","FI",8,"reimbursable grant",0,0
1464,2019,14,"Finland","FI",9,"soft loan",0,0
1465,2019,14,"Finland","FI",10,"subsidised services",0,0
1466,2019,14,"Finland","FI",11,"tax advantage or tax exemption",0,0
1467,2019,14,"Finland","FI",12,"tax allowance",0,0
1468,2019,14,"Finland","FI",13,"tax base reduction",0,0
1469,2019,14,"Finland","FI",14,"tax rate reduction",0,0
1470,2019,14,"Finland","FI",15,"other",0,0
1471,2019,15,"Sweden","SE",1,"direct grant",0,0
1472,2019,15,"Sweden","SE",2,"guarantee",0,0
1473,2019,15,"Sweden","SE",3,"interest rate subsidy",2365,533970000
1474,2019,15,"Sweden","SE",4,"loan",0,0
1475,2019,15,"Sweden","SE",5,"provision of risk capital",0,0
1476,2019,15,"Sweden","SE",6,"provision of risk finance",0,0
1477,2019,15,"Sweden","SE",7,"reduction of social security contributions",0,0
1478,2019,15,"Sweden","SE",8,"reimbursable grant",0,0
1479,2019,15,"Sweden","SE",9,"soft loan",0,0
1480,2019,15,"Sweden","SE",10,"subsidised services",9,6421000
1481,2019,15,"Sweden","SE",11,"tax advantage or tax exemption",0,0
1482,2019,15,"Sweden","SE",12,"tax allowance",0,0
1483,2019,15,"Sweden","SE",13,"tax base reduction",0,0
1484,2019,15,"Sweden","SE",14,"tax rate reduction",0,0
1485,2019,15,"Sweden","SE",15,"other",0,0
1486,2019,16,"Cyprus","CY",1,"direct grant",0,0
1487,2019,16,"Cyprus","CY",2,"guarantee",0,0
1488,2019,16,"Cyprus","CY",3,"interest rate subsidy",0,0
1489,2019,16,"Cyprus","CY",4,"loan",0,0
1490,2019,16,"Cyprus","CY",5,"provision of risk capital",0,0
1491,2019,16,"Cyprus","CY",6,"provision of risk finance",0,0
1492,2019,16,"Cyprus","CY",7,"reduction of social security contributions",0,0
1493,2019,16,"Cyprus","CY",8,"reimbursable grant",0,0
1494,2019,16,"Cyprus","CY",9,"soft loan",0,0
1495,2019,16,"Cyprus","CY",10,"subsidised services",0,0
1496,2019,16,"Cyprus","CY",11,"tax advantage or tax exemption",0,0
1497,2019,16,"Cyprus","CY",12,"tax allowance",0,0
1498,2019,16,"Cyprus","CY",13,"tax base reduction",0,0
1499,2019,16,"Cyprus","CY",14,"tax rate reduction",0,0
1500,2019,16,"Cyprus","CY",15,"other",0,0
1501,2019,17,"Czech Republic","CZ",1,"direct grant",528,99917000
1502,2019,17,"Czech Republic","CZ",2,"guarantee",0,0
1503,2019,17,"Czech Republic","CZ",3,"interest rate subsidy",530,567198000
1504,2019,17,"Czech Republic","CZ",4,"loan",3,1745000
1505,2019,17,"Czech Republic","CZ",5,"provision of risk capital",0,0
1506,2019,17,"Czech Republic","CZ",6,"provision of risk finance",0,0
1507,2019,17,"Czech Republic","CZ",7,"reduction of social security contributions",0,0
1508,2019,17,"Czech Republic","CZ",8,"reimbursable grant",0,0
1509,2019,17,"Czech Republic","CZ",9,"soft loan",0,0
1510,2019,17,"Czech Republic","CZ",10,"subsidised services",113,19258000
1511,2019,17,"Czech Republic","CZ",11,"tax advantage or tax exemption",76,442321000
1512,2019,17,"Czech Republic","CZ",12,"tax allowance",0,0
1513,2019,17,"Czech Republic","CZ",13,"tax base reduction",0,0
1514,2019,17,"Czech Republic","CZ",14,"tax rate reduction",0,0
1515,2019,17,"Czech Republic","CZ",15,"other",44,29291000
1516,2019,18,"Estonia","EE",1,"direct grant",4,13893000
1517,2019,18,"Estonia","EE",2,"guarantee",0,0
1518,2019,18,"Estonia","EE",3,"interest rate subsidy",63,85938000
1519,2019,18,"Estonia","EE",4,"loan",0,0
1520,2019,18,"Estonia","EE",5,"provision of risk capital",0,0
1521,2019,18,"Estonia","EE",6,"provision of risk finance",0,0
1522,2019,18,"Estonia","EE",7,"reduction of social security contributions",0,0
1523,2019,18,"Estonia","EE",8,"reimbursable grant",0,0
1524,2019,18,"Estonia","EE",9,"soft loan",0,0
1525,2019,18,"Estonia","EE",10,"subsidised services",19,2583000
1526,2019,18,"Estonia","EE",11,"tax advantage or tax exemption",0,0
1527,2019,18,"Estonia","EE",12,"tax allowance",0,0
1528,2019,18,"Estonia","EE",13,"tax base reduction",0,0
1529,2019,18,"Estonia","EE",14,"tax rate reduction",0,0
1530,2019,18,"Estonia","EE",15,"other",0,0
1531,2019,19,"Hungary","HU",1,"direct grant",454,147784000
1532,2019,19,"Hungary","HU",2,"guarantee",0,0
1533,2019,19,"Hungary","HU",3,"interest rate subsidy",1437,687117000
1534,2019,19,"Hungary","HU",4,"loan",3,4000000
1535,2019,19,"Hungary","HU",5,"provision of risk capital",0,0
1536,2019,19,"Hungary","HU",6,"provision of risk finance",5,8212000
1537,2019,19,"Hungary","HU",7,"reduction of social security contributions",0,0
1538,2019,19,"Hungary","HU",8,"reimbursable grant",0,0
1539,2019,19,"Hungary","HU",9,"soft loan",0,0
1540,2019,19,"Hungary","HU",10,"subsidised services",13,1434000
1541,2019,19,"Hungary","HU",11,"tax advantage or tax exemption",0,0
1542,2019,19,"Hungary","HU",12,"tax allowance",1,500000
1543,2019,19,"Hungary","HU",13,"tax base reduction",0,0
1544,2019,19,"Hungary","HU",14,"tax rate reduction",0,0
1545,2019,19,"Hungary","HU",15,"other",0,0
1546,2019,20,"Latvia","LV",1,"direct grant",0,0
1547,2019,20,"Latvia","LV",2,"guarantee",0,0
1548,2019,20,"Latvia","LV",3,"interest rate subsidy",50,60951000
1549,2019,20,"Latvia","LV",4,"loan",1,1300000
1550,2019,20,"Latvia","LV",5,"provision of risk capital",0,0
1551,2019,20,"Latvia","LV",6,"provision of risk finance",3,7000000
1552,2019,20,"Latvia","LV",7,"reduction of social security contributions",0,0
1553,2019,20,"Latvia","LV",8,"reimbursable grant",0,0
1554,2019,20,"Latvia","LV",9,"soft loan",0,0
1555,2019,20,"Latvia","LV",10,"subsidised services",0,0
1556,2019,20,"Latvia","LV",11,"tax advantage or tax exemption",14,40950000
1557,2019,20,"Latvia","LV",12,"tax allowance",0,0
1558,2019,20,"Latvia","LV",13,"tax base reduction",0,0
1559,2019,20,"Latvia","LV",14,"tax rate reduction",0,0
1560,2019,20,"Latvia","LV",15,"other",0,0
1561,2019,21,"Lithuania","LT",1,"direct grant",0,0
1562,2019,21,"Lithuania","LT",2,"guarantee",0,0
1563,2019,21,"Lithuania","LT",3,"interest rate subsidy",98,166144000
1564,2019,21,"Lithuania","LT",4,"loan",0,0
1565,2019,21,"Lithuania","LT",5,"provision of risk capital",0,0
1566,2019,21,"Lithuania","LT",6,"provision of risk finance",5,2566000
1567,2019,21,"Lithuania","LT",7,"reduction of social security contributions",0,0
1568,2019,21,"Lithuania","LT",8,"reimbursable grant",0,0
1569,2019,21,"Lithuania","LT",9,"soft loan",0,0
1570,2019,21,"Lithuania","LT",10,"subsidised services",0,0
1571,2019,21,"Lithuania","LT",11,"tax advantage or tax exemption",0,0
1572,2019,21,"Lithuania","LT",12,"tax allowance",1,500000
1573,2019,21,"Lithuania","LT",13,"tax base reduction",0,0
1574,2019,21,"Lithuania","LT",14,"tax rate reduction",0,0
1575,2019,21,"Lithuania","LT",15,"other",48,161095000
1576,2019,22,"Malta","MT",1,"direct grant",0,0
1577,2019,22,"Malta","MT",2,"guarantee",0,0
1578,2019,22,"Malta","MT",3,"interest rate subsidy",0,0
1579,2019,22,"Malta","MT",4,"loan",0,0
1580,2019,22,"Malta","MT",5,"provision of risk capital",0,0
1581,2019,22,"Malta","MT",6,"provision of risk finance",0,0
1582,2019,22,"Malta","MT",7,"reduction of social security contributions",0,0
1583,2019,22,"Malta","MT",8,"reimbursable grant",0,0
1584,2019,22,"Malta","MT",9,"soft loan",0,0
1585,2019,22,"Malta","MT",10,"subsidised services",0,0
1586,2019,22,"Malta","MT",11,"tax advantage or tax exemption",3,3726000
1587,2019,22,"Malta","MT",12,"tax allowance",0,0
1588,2019,22,"Malta","MT",13,"tax base reduction",0,0
1589,2019,22,"Malta","MT",14,"tax rate reduction",0,0
1590,2019,22,"Malta","MT",15,"other",45,99670000
1591,2019,23,"Poland","PL",1,"direct grant",0,0
1592,2019,23,"Poland","PL",2,"guarantee",0,0
1593,2019,23,"Poland","PL",3,"interest rate subsidy",0,0
1594,2019,23,"Poland","PL",4,"loan",0,0
1595,2019,23,"Poland","PL",5,"provision of risk capital",0,0
1596,2019,23,"Poland","PL",6,"provision of risk finance",0,0
1597,2019,23,"Poland","PL",7,"reduction of social security contributions",0,0
1598,2019,23,"Poland","PL",8,"reimbursable grant",0,0
1599,2019,23,"Poland","PL",9,"soft loan",0,0
1600,2019,23,"Poland","PL",10,"subsidised services",0,0
1601,2019,23,"Poland","PL",11,"tax advantage or tax exemption",0,0
1602,2019,23,"Poland","PL",12,"tax allowance",0,0
1603,2019,23,"Poland","PL",13,"tax base reduction",0,0
1604,2019,23,"Poland","PL",14,"tax rate reduction",0,0
1605,2019,23,"Poland","PL",15,"other",0,0
1606,2019,24,"Slovakia","SK",1,"direct grant",0,0
1607,2019,24,"Slovakia","SK",2,"guarantee",0,0
1608,2019,24,"Slovakia","SK",3,"interest rate subsidy",26,135336000
1609,2019,24,"Slovakia","SK",4,"loan",0,0
1610,2019,24,"Slovakia","SK",5,"provision of risk capital",0,0
1611,2019,24,"Slovakia","SK",6,"provision of risk finance",1,550000
1612,2019,24,"Slovakia","SK",7,"reduction of social security contributions",0,0
1613,2019,24,"Slovakia","SK",8,"reimbursable grant",0,0
1614,2019,24,"Slovakia","SK",9,"soft loan",0,0
1615,2019,24,"Slovakia","SK",10,"subsidised services",2,3050000
1616,2019,24,"Slovakia","SK",11,"tax advantage or tax exemption",2,4639000
1617,2019,24,"Slovakia","SK",12,"tax allowance",0,0
1618,2019,24,"Slovakia","SK",13,"tax base reduction",0,0
1619,2019,24,"Slovakia","SK",14,"tax rate reduction",0,0
1620,2019,24,"Slovakia","SK",15,"other",66,73691000
1621,2019,25,"Slovenia","SI",1,"direct grant",0,0
1622,2019,25,"Slovenia","SI",2,"guarantee",0,0
1623,2019,25,"Slovenia","SI",3,"interest rate subsidy",2,1599000
1624,2019,25,"Slovenia","SI",4,"loan",0,0
1625,2019,25,"Slovenia","SI",5,"provision of risk capital",0,0
1626,2019,25,"Slovenia","SI",6,"provision of risk finance",0,0
1627,2019,25,"Slovenia","SI",7,"reduction of social security contributions",0,0
1628,2019,25,"Slovenia","SI",8,"reimbursable grant",0,0
1629,2019,25,"Slovenia","SI",9,"soft loan",0,0
1630,2019,25,"Slovenia","SI",10,"subsidised services",0,0
1631,2019,25,"Slovenia","SI",11,"tax advantage or tax exemption",1,750000
1632,2019,25,"Slovenia","SI",12,"tax allowance",0,0
1633,2019,25,"Slovenia","SI",13,"tax base reduction",0,0
1634,2019,25,"Slovenia","SI",14,"tax rate reduction",0,0
1635,2019,25,"Slovenia","SI",15,"other",0,0
1636,2019,26,"Bulgaria","BG",1,"direct grant",0,0
1637,2019,26,"Bulgaria","BG",2,"guarantee",0,0
1638,2019,26,"Bulgaria","BG",3,"interest rate subsidy",40,18864000
1639,2019,26,"Bulgaria","BG",4,"loan",20,25698000
1640,2019,26,"Bulgaria","BG",5,"provision of risk capital",0,0
1641,2019,26,"Bulgaria","BG",6,"provision of risk finance",0,0
1642,2019,26,"Bulgaria","BG",7,"reduction of social security contributions",0,0
1643,2019,26,"Bulgaria","BG",8,"reimbursable grant",0,0
1644,2019,26,"Bulgaria","BG",9,"soft loan",4,11311000
1645,2019,26,"Bulgaria","BG",10,"subsidised services",0,0
1646,2019,26,"Bulgaria","BG",11,"tax advantage or tax exemption",0,0
1647,2019,26,"Bulgaria","BG",12,"tax allowance",2,9206000
1648,2019,26,"Bulgaria","BG",13,"tax base reduction",0,0
1649,2019,26,"Bulgaria","BG",14,"tax rate reduction",0,0
1650,2019,26,"Bulgaria","BG",15,"other",1,1843000
1651,2019,27,"Romania","RO",1,"direct grant",0,0
1652,2019,27,"Romania","RO",2,"guarantee",0,0
1653,2019,27,"Romania","RO",3,"interest rate subsidy",0,0
1654,2019,27,"Romania","RO",4,"loan",0,0
1655,2019,27,"Romania","RO",5,"provision of risk capital",0,0
1656,2019,27,"Romania","RO",6,"provision of risk finance",0,0
1657,2019,27,"Romania","RO",7,"reduction of social security contributions",0,0
1658,2019,27,"Romania","RO",8,"reimbursable grant",0,0
1659,2019,27,"Romania","RO",9,"soft loan",0,0
1660,2019,27,"Romania","RO",10,"subsidised services",0,0
1661,2019,27,"Romania","RO",11,"tax advantage or tax exemption",0,0
1662,2019,27,"Romania","RO",12,"tax allowance",0,0
1663,2019,27,"Romania","RO",13,"tax base reduction",0,0
1664,2019,27,"Romania","RO",14,"tax rate reduction",0,0
1665,2019,27,"Romania","RO",15,"other",0,0
1666,2019,28,"Croatia","HR",1,"direct grant",0,0
1667,2019,28,"Croatia","HR",2,"guarantee",0,0
1668,2019,28,"Croatia","HR",3,"interest rate subsidy",43,54272000
1669,2019,28,"Croatia","HR",4,"loan",0,0
1670,2019,28,"Croatia","HR",5,"provision of risk capital",0,0
1671,2019,28,"Croatia","HR",6,"provision of risk finance",0,0
1672,2019,28,"Croatia","HR",7,"reduction of social security contributions",0,0
1673,2019,28,"Croatia","HR",8,"reimbursable grant",0,0
1674,2019,28,"Croatia","HR",9,"soft loan",0,0
1675,2019,28,"Croatia","HR",10,"subsidised services",0,0
1676,2019,28,"Croatia","HR",11,"tax advantage or tax exemption",0,0
1677,2019,28,"Croatia","HR",12,"tax allowance",0,0
1678,2019,28,"Croatia","HR",13,"tax base reduction",0,0
1679,2019,28,"Croatia","HR",14,"tax rate reduction",0,0
1680,2019,28,"Croatia","HR",15,"other",0,0
1681,2020,1,"Belgium","BE",1,"direct grant",0,0
1682,2020,1,"Belgium","BE",2,"guarantee",0,0
1683,2020,1,"Belgium","BE",3,"interest rate subsidy",4,2446000
1684,2020,1,"Belgium","BE",4,"loan",25,4242000
1685,2020,1,"Belgium","BE",5,"provision of risk capital",0,0
1686,2020,1,"Belgium","BE",6,"provision of risk finance",0,0
1687,2020,1,"Belgium","BE",7,"reduction of social security contributions",0,0
1688,2020,1,"Belgium","BE",8,"reimbursable grant",0,0
1689,2020,1,"Belgium","BE",9,"soft loan",0,0
1690,2020,1,"Belgium","BE",10,"subsidised services",0,0
1691,2020,1,"Belgium","BE",11,"tax advantage or tax exemption",0,0
1692,2020,1,"Belgium","BE",12,"tax allowance",0,0
1693,2020,1,"Belgium","BE",13,"tax base reduction",0,0
1694,2020,1,"Belgium","BE",14,"tax rate reduction",0,0
1695,2020,1,"Belgium","BE",15,"other",0,0
1696,2020,2,"France","FR",1,"direct grant",26,29016000
1697,2020,2,"France","FR",2,"guarantee",0,0
1698,2020,2,"France","FR",3,"interest rate subsidy",247,381911000
1699,2020,2,"France","FR",4,"loan",153,105505000
1700,2020,2,"France","FR",5,"provision of risk capital",0,0
1701,2020,2,"France","FR",6,"provision of risk finance",0,0
1702,2020,2,"France","FR",7,"reduction of social security contributions",0,0
1703,2020,2,"France","FR",8,"reimbursable grant",0,0
1704,2020,2,"France","FR",9,"soft loan",0,0
1705,2020,2,"France","FR",10,"subsidised services",0,0
1706,2020,2,"France","FR",11,"tax advantage or tax exemption",0,0
1707,2020,2,"France","FR",12,"tax allowance",0,0
1708,2020,2,"France","FR",13,"tax base reduction",0,0
1709,2020,2,"France","FR",14,"tax rate reduction",0,0
1710,2020,2,"France","FR",15,"other",21,312939000
1711,2020,3,"Germany","DE",1,"direct grant",123,144766000
1712,2020,3,"Germany","DE",2,"guarantee",1,14839000
1713,2020,3,"Germany","DE",3,"interest rate subsidy",196,293567000
1714,2020,3,"Germany","DE",4,"loan",7,17860000
1715,2020,3,"Germany","DE",5,"provision of risk capital",0,0
1716,2020,3,"Germany","DE",6,"provision of risk finance",0,0
1717,2020,3,"Germany","DE",7,"reduction of social security contributions",11,13214000
1718,2020,3,"Germany","DE",8,"reimbursable grant",0,0
1719,2020,3,"Germany","DE",9,"soft loan",1,12000
1720,2020,3,"Germany","DE",10,"subsidised services",0,0
1721,2020,3,"Germany","DE",11,"tax advantage or tax exemption",0,0
1722,2020,3,"Germany","DE",12,"tax allowance",0,0
1723,2020,3,"Germany","DE",13,"tax base reduction",0,0
1724,2020,3,"Germany","DE",14,"tax rate reduction",0,0
1725,2020,3,"Germany","DE",15,"other",4,8418000
1726,2020,4,"Italy","IT",1,"direct grant",1,24316000
1727,2020,4,"Italy","IT",2,"guarantee",15,976000
1728,2020,4,"Italy","IT",3,"interest rate subsidy",375,139633000
1729,2020,4,"Italy","IT",4,"loan",57,6621000
1730,2020,4,"Italy","IT",5,"provision of risk capital",0,0
1731,2020,4,"Italy","IT",6,"provision of risk finance",0,0
1732,2020,4,"Italy","IT",7,"reduction of social security contributions",0,0
1733,2020,4,"Italy","IT",8,"reimbursable grant",0,0
1734,2020,4,"Italy","IT",9,"soft loan",0,0
1735,2020,4,"Italy","IT",10,"subsidised services",0,0
1736,2020,4,"Italy","IT",11,"tax advantage or tax exemption",0,0
1737,2020,4,"Italy","IT",12,"tax allowance",0,0
1738,2020,4,"Italy","IT",13,"tax base reduction",0,0
1739,2020,4,"Italy","IT",14,"tax rate reduction",0,0
1740,2020,4,"Italy","IT",15,"other",3,581000
1741,2020,5,"Luxembourg","LU",1,"direct grant",0,0
1742,2020,5,"Luxembourg","LU",2,"guarantee",0,0
1743,2020,5,"Luxembourg","LU",3,"interest rate subsidy",6,12141000
1744,2020,5,"Luxembourg","LU",4,"loan",0,0
1745,2020,5,"Luxembourg","LU",5,"provision of risk capital",0,0
1746,2020,5,"Luxembourg","LU",6,"provision of risk finance",0,0
1747,2020,5,"Luxembourg","LU",7,"reduction of social security contributions",0,0
1748,2020,5,"Luxembourg","LU",8,"reimbursable grant",0,0
1749,2020,5,"Luxembourg","LU",9,"soft loan",0,0
1750,2020,5,"Luxembourg","LU",10,"subsidised services",0,0
1751,2020,5,"Luxembourg","LU",11,"tax advantage or tax exemption",0,0
1752,2020,5,"Luxembourg","LU",12,"tax allowance",0,0
1753,2020,5,"Luxembourg","LU",13,"tax base reduction",0,0
1754,2020,5,"Luxembourg","LU",14,"tax rate reduction",0,0
1755,2020,5,"Luxembourg","LU",15,"other",0,0
1756,2020,6,"Netherlands","NL",1,"direct grant",12,104111000
1757,2020,6,"Netherlands","NL",2,"guarantee",0,0
1758,2020,6,"Netherlands","NL",3,"interest rate subsidy",34,79820000
1759,2020,6,"Netherlands","NL",4,"loan",0,0
1760,2020,6,"Netherlands","NL",5,"provision of risk capital",0,0
1761,2020,6,"Netherlands","NL",6,"provision of risk finance",0,0
1762,2020,6,"Netherlands","NL",7,"reduction of social security contributions",0,0
1763,2020,6,"Netherlands","NL",8,"reimbursable grant",0,0
1764,2020,6,"Netherlands","NL",9,"soft loan",0,0
1765,2020,6,"Netherlands","NL",10,"subsidised services",0,0
1766,2020,6,"Netherlands","NL",11,"tax advantage or tax exemption",3,1310000
1767,2020,6,"Netherlands","NL",12,"tax allowance",0,0
1768,2020,6,"Netherlands","NL",13,"tax base reduction",0,0
1769,2020,6,"Netherlands","NL",14,"tax rate reduction",0,0
1770,2020,6,"Netherlands","NL",15,"other",2,1326000
1771,2020,7,"Denmark","DK",1,"direct grant",19,12318000
1772,2020,7,"Denmark","DK",2,"guarantee",0,0
1773,2020,7,"Denmark","DK",3,"interest rate subsidy",11,10751000
1774,2020,7,"Denmark","DK",4,"loan",0,0
1775,2020,7,"Denmark","DK",5,"provision of risk capital",0,0
1776,2020,7,"Denmark","DK",6,"provision of risk finance",0,0
1777,2020,7,"Denmark","DK",7,"reduction of social security contributions",0,0
1778,2020,7,"Denmark","DK",8,"reimbursable grant",0,0
1779,2020,7,"Denmark","DK",9,"soft loan",0,0
1780,2020,7,"Denmark","DK",10,"subsidised services",0,0
1781,2020,7,"Denmark","DK",11,"tax advantage or tax exemption",0,0
1782,2020,7,"Denmark","DK",12,"tax allowance",0,0
1783,2020,7,"Denmark","DK",13,"tax base reduction",0,0
1784,2020,7,"Denmark","DK",14,"tax rate reduction",0,0
1785,2020,7,"Denmark","DK",15,"other",0,0
1786,2020,8,"Ireland","IE",1,"direct grant",1,2977000000
1787,2020,8,"Ireland","IE",2,"guarantee",0,0
1788,2020,8,"Ireland","IE",3,"interest rate subsidy",11,9578000
1789,2020,8,"Ireland","IE",4,"loan",0,0
1790,2020,8,"Ireland","IE",5,"provision of risk capital",0,0
1791,2020,8,"Ireland","IE",6,"provision of risk finance",0,0
1792,2020,8,"Ireland","IE",7,"reduction of social security contributions",0,0
1793,2020,8,"Ireland","IE",8,"reimbursable grant",0,0
1794,2020,8,"Ireland","IE",9,"soft loan",0,0
1795,2020,8,"Ireland","IE",10,"subsidised services",0,0
1796,2020,8,"Ireland","IE",11,"tax advantage or tax exemption",0,0
1797,2020,8,"Ireland","IE",12,"tax allowance",0,0
1798,2020,8,"Ireland","IE",13,"tax base reduction",0,0
1799,2020,8,"Ireland","IE",14,"tax rate reduction",0,0
1800,2020,8,"Ireland","IE",15,"other",0,0
1801,2020,9,"United Kingdom","UK",1,"direct grant",509,9472000
1802,2020,9,"United Kingdom","UK",2,"guarantee",0,0
1803,2020,9,"United Kingdom","UK",3,"interest rate subsidy",88,136294000
1804,2020,9,"United Kingdom","UK",4,"loan",3,15398000
1805,2020,9,"United Kingdom","UK",5,"provision of risk capital",0,0
